Predateur;Proie;Nom_vernaculaire;Proie(acc_name);Type;Pays;Région;Site;Date;Scavenger;Source;Commentaires
Conolophus subcristatus;Opuntia echios;;;Feeds on fruits;Ecuador;Galapagos Islands;;;;Size-denpendant predation by feral mammals on Galapgos Opuntia;
Conolophus subcristatus;Castela sp.;;;Feeds on;Ecuador;Galapagos Islands;;;;Land iguanas return to Baltra;
Conolophus subcristatus;Opuntia sp.;;;Feeds on;Ecuador;Galapagos Islands;;  ;;Experimental repatriaction of captive-reared Land iguanas (Conolophus subcristatus) at Cartago Bay, Isabela;
Conolophus subcristatus;Lantana sp.;;;Feeds on;Ecuador;Galapagos Islands;;;;Experimental repatriaction of captive-reared Land iguanas (Conolophus subcristatus) at Cartago Bay, Isabela;
Conolophus subcristatus;Waltheria sp.;;;Feeds on;Ecuador;Galapagos Islands;;;;Experimental repatriaction of captive-reared Land iguanas (Conolophus subcristatus) at Cartago Bay, Isabela;
Conolophus subcristatus;Thraupidae;Finches;;Feeds on young;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
Conolophus subcristatus;Opuntia echios;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Conolophus subcristatus;Psidium galapageium;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Conolophus subcristatus;Scutia spicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Conolophus subcristatus;Pelecanus occidentalis urinator;Brown pelican;;Feeds on;Ecuador;Galapagos Islands;South Plaza;1962;Yes;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Opuntia sp.;;;Feeds on;Ecuador;Galapagos Islands;South Plaza;1962;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Graminae;Grass;;Feeds on;Ecuador;Galapagos Islands;South Plaza;1962;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Parkinsonia aculiceba;;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Opuntia sp.;;;Feeds on fruits;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Opuntia sp.;;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Croton sp.;;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Tettigoniidae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Acrididae;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Graminae;Grass;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Decapoda;Crabs;;Feeds on;Ecuador;Galapagos Islands;Narborough;1964;;Behavioral and ecological notes on the Galapagos Land iguanas;
Conolophus subcristatus;Scalesia affinis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Jasminocereus thourasii;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Euphorbia punctata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Portulaca sp.;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Lantana peduncularis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Spermacoce remota;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Stylosanthes sympodiales;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Bidens pilosa;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Convolvulaceae;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Poaceae;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Boerhavia coccinea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Castela galapageia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Oxalis sp.;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Scutia spicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Bursera graveolens;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Tephrosia cinerea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Blainvillea dichotoma;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Cyperus anderssonii;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Rhynchosia minima;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Brachiaria multiculma;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Sida salviifolia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2010;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Exodeconus miersii;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Scalesia affinis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Jasminocereus thourasii;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Euphorbia punctata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Portulaca sp.;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Lantana peduncularis;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Spermacoce remota;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Stylosanthes sympodiales;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Bidens pilosa;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Poaceae;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Boerhavia coccinea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Castela galapageia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Ipomoea nil;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Scutia spicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Tephrosia cinerea;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Ipomoea incarnata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Varronia leucophlytes;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Setaria setosa;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Rhynchosia minima;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Conolophus subcristatus;Brachiaria multiculma;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Floreana;2011;;Galapagos land iguana (Conolophus subcristatus) as seed disperser;
Dromicus biserialis;Tropidurus delanonis;Lava lizard;;Feeds on;Ecuador;Galapagos Islands;Espanola;1971-1973;;On the biology of Tropidurus delanonis, Baur (Iguanidae);
Dromicus dorsalis;Lepidoptera;Moths;;Feeds on;Ecuador;Galapagos Islands;;;;Pollinating Insects of the Galapagos;
Geochelone elephantopus;Pilea baurii;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;;;Flowering plants of the Galapagos;
Geochelone elephantopus vandenburghi;Opuntia spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Sida spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus;Sida rhombifolia;;;Feeds on;Ecuador;Galapagos Islands;;;;Flowering plants of the Galapagos;
Geochelone elephantopus vandenburghi;Borreria laevis;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Hyptis rhomboidea;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Polypodiaceae;;;Not eaten;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Hypoxis decumbens;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Portulaca oleracea;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Chrysanthellum pusillum;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Crotalaria spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Oxalis corniculata;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Panicum spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Paspalum spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Sporobolus indicus;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Digitaria adscendens;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Eragrostis spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Cyperus spp.;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Psidium galapageium;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus;Psidium guajava;;;Feeds on;;;Santa Cruz;2018;;John Phillips personnal observation;
Geochelone elephantopus vandenburghi;Antephora hermaphrodita;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Trichoneura lindleyana;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Cenchrus platyyacanthus;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Synedrella nodiflora;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Solanum nodiflorum;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Acalypha parvula;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Tephrosia decumbens;;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus vandenburghi;Commelina diffusa;Dayflower;;Feeds on;;;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Geochelone elephantopus;Lycopersicon cheesmanii;Galapagos tomato;;Feeds on fruits;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Geochelone elephantopus;Hippomane mancinella;Poison apple;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1981;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Geochelone elephantopus;Azolla microphylla;Water fern;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1981;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Geochelone elephantopus;Tillandsia insularis;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;1981;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Geochelone elephantopus;Passiflora edulis;Passion fruit;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Plant species dispersed by Galapagos tortoises surf the wave of habitat suitability under anthropogenic climate change;
Geochelone elephantopus;﻿Blechum pyramidatum;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Centella asiatica;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Bidens sp.;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Blainvillea dichotoma;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Brickellia diffusa;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Pseudelephantopus spiralis;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Sonchus oleraceus;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
Geochelone elephantopus;Synedrella nodiflora;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;2009-2013;;The Dominance of Introduced Plant Species in the Diets of Migratory Galapagos Tortoises Increases with Elevation on a Human-Occupied Island;
